가수명,노래제목,발매일,가사,좋아요수,순위
2am,전활 받지 않는 너에게,2010-10-26,얼마나 얼마나 싫어할 지 알면서도이것 밖에 할 게 없다너의 집 앞에서 할일없이 너를 기다리는 일아무리 아무리 나 비참해도너를 잃는 것보단잃을 게 없어서 같은 곳에서너의 집 앞에서 기다린다이미 전활 받지 않는 너에게나를 보려조차 않는 너에게아무리 빌어도 용서를 구해도소용 없는 일이라 해도너의 집 앞에 서서 기다린다나를 본체조차 하지 않아도마치 처음 본 사람처럼 날 지나쳐도미안하다는 내 한마딜들어줄 때까지하루에도 수 십 번씩 전화기를 보고작은 소리에도 놀라서너의 문자인지몇 번씩 확인하곤 했어처음에는 처음엔 늘 있는 다툼처럼돌아 올 줄 알았어이렇게 독하게 날 떠나기엔너는 너무 착한 여자라서이미 전활 받지 않는 너에게나를 보려조차 않는 너에게아무리 빌어도 용서를 구해도소용 없는 일이라 해도너의 집 앞에 서서 기다린다나를 본체조차 하지 않아도마치 처음 본 사람처럼 날 지나쳐도미안하다는 내 한마딜들어줄 때까지,28597,890
보라미유,끝난 사이,2019-11-24,허전함이 날 괴롭혀생각이 많아 잠들 수 없어몇 시간째 하얀 천장만 봤어마음이 답답하고한숨만 자꾸 나와출근 만원 버스에도길을 걷다가도 생각나모질게 떠나가지좋았었던 기억만남기고 갔어끝난 사인데 이제 와 뭘 어떡해끝난 사인데 후회해도 소용없잖아우연히라도 마주치면 좋겠다전화할 용기는 없으니까다들 하는 이별인데아직도 나는 맘이 아프다나만 빼고 다들 즐거워 보여모든 게 건조하고뭘 해도 재미없어서툴렀던 그때 우리이기적이었던 너와 나헤어지던 그날 밤붙잡고 싶었는데아무 말 못했어끝난 사인데 이제 와 뭘 어떡해끝난 사인데 후회해도 소용없잖아우연히라도 마주치면 좋겠다전화할 용기는 없으니까헤어진 사람이말하는 흔한 이별 얘기서운함이 쌓여 서로 지쳤다고탓하는데끝난 사인데 이제 와 뭘 어떡해끝난 사인데 후회해도 소용없잖아우연히라도 마주치면 좋겠다전화할 용기는 없으니까,35094,891
디어 (d.ear),Try Again,2017-11-24,우리가 나눈긴 시간만큼 늘어난 기대는어쩌면 당연할지도 몰라수많은 외침도서로의 맘엔 닿지 못한 채그렇게 흘러가기도 했지만So whenever you ask me againhow I feelPlease remembermy answer is you먼 길을 다시 돌아간다 해도난 여전히 같은 맘일 테니까We'll be alrightI want to try again잦은 다툼에몇 번이고 다시 무너져도중요한 건 우리라고 말했듯무의미하지 않아한 걸음 더 나아가는 거라고지난날이 말해주고 있는 걸So whenever you ask me againhow I feelPlease remembermy answer is you먼 길을 다시 돌아간다 해도난 여전히 같은 맘일 테니까We'll be alrightI want to try again같은 반복이어도You should know thatI'm always on your sidePlease remembermy answer is you먼 길을 다시 돌아간다 해도난 여전히 같은 맘일 테니까We'll be alrightI want to try againWe'll be alrightPlease try again,61817,892
신용재 (2F),고백,2021-10-24,우리 이제 그만하자다신 마주치지 않도록그렇게 지내자별다를 거 없어사는 게 그렇잖아언제나처럼 우린 늘 혼자였잖아생각보단 쉬울 것 같아너없이 하루를 사는 게내겐 지금보다마음 졸이며 널 기다린 하루보다어쩌면 혼자인 게 더 편할 테니까그런데 왜 지금 나널 그리워하는 거니네가 없는 하루하루가왜 이리 힘드니네가 보고 싶다고 너무 보고 싶다고전하지도 못할 말들을 하곤 했어이제야 내 맘 다 알 것 같은데오랜만에 누굴 만나서시덥잖은 얘길 하고소리 내어 웃곤 해괜찮다고 아무렇지 않은 날 보며너의 마음이 조금만 더 아팠으면 해그런데 왜 지금 나널 그리워하는 거니네가 없는 하루하루가왜 이리 힘드니네가 보고 싶다고 너무 보고 싶다고전하지도 못할 말들을 하곤 했어이제야 내 맘 다 알 것 같은데괜찮다고 말하던 친구들의위로에 아무렇지 않은 것처럼겨우 웃어보지만아무리 달려봐도 결국엔 그 자리에난 너를 그리워하는가봐미안해 나 지금 너에게달려가고 있어차마 네게 할 수 없던 말이젠 고백할게너를 사랑한다고 너무 사랑한다고바보 같은 내 맘 받아 줄 수 있겠니이제야 내가 날 알 것 같은데이렇게 난 널 그리워하는데,12162,893
DK,제목을 몰랐던 노래,2022-05-07,그대가 알려줬던 그 노랠 우연히길을 걷다 흘러 나와서다시 듣게 되었죠그전에 살았었던 집 주소처럼선명하지 않은 기억 속의 사랑그날의 이별을 뒤로들은 적 없죠 한 번도까맣게 다 잊고 지냈어제목을 몰랐던 그 노래가 들려와그동안 참았던 그리움이 차올라너무 소중했던 그 시절의 우리가다시 생각이나 이 노래 하나로유명하지 않아서 노래방에 없어서함께 부르지 못해 늘 아쉬워했죠이 노래 멜로디처럼여전히 아름다울까한 번쯤 내 생각이 날까제목을 몰랐던 그 노래가 들려와그동안 참았던 그리움이 차올라너무 소중했던 그 시절의 우리가다시 생각이나 이 노래 하나로제목을 몰랐던 그 노래가 들리면그 길에 멈춰서 그리워해 다시는돌아갈 수 없는 그 시절의 우리가다시 생각이 나 이 노래 하나로다시 생각이 나 이 노래 하나로,2408,894
god,"길 (Song by 아이유, 헨리, 조현아, 양다일)",2019-01-10,내가 가는 이 길이 어디로 가는지 어디로 날 데려가는지 그 곳은 어딘지 알 수 없지만 알 수 없지만 알 수 없지만 오늘도 난 걸어가고 있네 사람들은 길이 다 정해져 있는지 아니면 자기가 자신의 길을 만들어 가는지 알 수 없지만 알 수 없지만 알 수 없지만 이렇게 또 걸어가고 있네 나는 왜 이 길에 서있나 이게 정말 나의 길인가 이 길의 끝에서 내 꿈은 이뤄질까 무엇이 내게 정말 기쁨을 주는지 돈인지 명옌지 아니면 내가 사랑하는 사람들인지 알고 싶지만 알고 싶지만 알고 싶지만 아직도 답을 내릴 수 없네 자신 있게 나의 길이라고 말하고 싶고 그렇게 믿고 돌아보지 않고 후회도 하지 않고 걷고 싶지만 걷고 싶지만 걷고 싶지만 아직도 나는 자신이 없네 나는 왜 이 길에 서 있나 이게 정말 나의 길인가 이 길의 끝에서 내 꿈은 이뤄질까 나는 무엇을 꿈꾸는가 그건 누굴 위한 꿈일까 그 꿈을 이루면 난 웃을 수 있을까 오 지금 내가 어디로 어디로 가는 걸까 나는 무엇을 위해 살아야 살아야만 하는가 나는 왜 이 길에 서 있나 이게 정말 나의 길인가 이 길의 끝에서 내 꿈은 이뤄질까 나는 무엇을 꿈꾸는가 그건 누굴 위한 꿈일까 그 꿈을 이루면 난 웃을 수 있을까 나는 왜 이 길에 서 있나 이게 정말 나의 길인가 이 길의 끝에서 내 꿈은 이뤄질까 나는 무엇을 꿈꾸는가 그건 누굴 위한 꿈일까 그 꿈을 이루면 난 웃을 수 있을까 내가 가는 이 길이 어디로 가는지어디로 날 데려가는지그 곳은 어딘지알 수 없지만 알 수 없지만알 수 없지만오늘도 난 걸어가고 있네,66842,895
김기태,한숨,2022-01-18,숨을 크게 쉬어봐요당신의 가슴 양쪽이 저리게조금은 아파올 때까지숨을 더 뱉어봐요당신의 안에 남은 게 없다고느껴질 때까지숨이 벅차 올라도 괜찮아요아무도 그댈 탓하진 않아가끔은 실수해도 돼누구든 그랬으니까괜찮다는 말 말뿐인 위로지만가끔은 실수해도 돼누구든 그랬으니까괜찮다는 말 말뿐인 위로지만누군가의 한숨그 무거운 숨을내가 어떻게 헤아릴 수가 있을까요당신의 한숨그 깊일 이해할 순 없겠지만괜찮아요 내가 안아줄게요남들 눈엔 힘 빠지는한숨으로 보일진 몰라도나는 알고 있죠작은 한숨 내뱉기도 어려운하루를 보냈다는 걸이제 다른 생각은 마요깊이 숨을 쉬어봐요그대로 내뱉어요누군가의 한숨무거운 숨을내가 어떻게 헤아릴 수가 있을까요당신의 한숨그 깊일 이해할 순 없겠지만괜찮아요 내가 안아줄게요정말 수고했어요,6269,896
Wanna One (워너원),Beautiful,2017-11-13,바보같이 아쉬움 많은 노래가 하늘에 닿기를눈물 속에 밤새운 내 기도가 마음에 닿기를어렸어 내가 이럴 줄은 몰랐어당연한 거라 그땐 생각했었어내게 남겨준 미소가 아직도 이 가슴속에 남아있어솔직히 나 아직은 받는 사랑이 필요한 가봐홀로 남은 시간이 길어질수록 두렵고 그래그때가 그립고 너무 보고 싶고 그래 YeahI miss you so much 이제서야 느껴 우리 공간I miss you so much이렇게 눈물이 나는데 왜 난 몰랐을까So Beautiful Beautiful그 누구 보다 아름다울 너니까아프지 마 울지 마 널 향한 노래가들린다면 다시 돌아와Oh 그리워 그리워거울 속에 혼자 서있는 모습이낯설어 두려워 네가 필요해이제야 느끼는 내가 너무 싫어다시 돌아와기억은 바다처럼 넓은 창고라고그 안에서 하루 종일 헤매도혼자 느끼는 이 외로움마저유일한 너의 흔적이라고억지로 눈 감은 채 견디고 있어 오늘도I miss you so much이제서야 느껴 우리 공간I miss you so much이렇게 눈물이 나는데 왜 난몰랐을까So Beautiful Beautiful그 누구 보다 아름다울 너니까아프지 마 울지 마 널 향한 노래가들린다면 다시 돌아와Oh 그리워 그리워 거울 속에 혼자 서있는 모습이낯설어 두려워 네가 필요해이제야 느끼는 내가 너무 싫어Yeah 이렇게 너처럼 예쁜 꽃을 안고 네 앞에 다시 서고 싶어Yeah 그 시절보다 더 멋진 모습을 하고 네 앞에 나타나고 싶어 Yeah익숙했던 시간들을 손끝으로 그려돌지 않는 시계처럼 제자리서 울어반짝이던 널 천사 같은 널아름다운 널 맘껏 안아보고 싶어꼭 다시 보고 싶어So Beautiful Beautiful어디선가 울고 있진 않을까떠나지마 가지마 사랑한단 거짓말어떤 말이든 좋으니까Oh 그리워 그리워 그리워멀어지던 너의 마지막 그 말 그리워낯설어 두려워 네가 필요해이제야 느끼는 내가 너무 싫어바보같이 아쉬움 많은 노래가 하늘에 닿기를당신 향해 밤새운 내 기도가 마음에 닿기를,242062,897
씨야,내겐 너무 멋진 그대,2011-01-21,너의 그런 표정 처음이었어나를 바라보는 그런 모습이우린 그렇게나 오래 만났지만어색한건 처음이야정말 이별이란 어쩜 이렇게아무 예고없이 찾아오는지우린 아픔도 이별도어울리지 않았는데왜 그러니내가 너를 아프게 했니아니라면 딴사람 생겼니난 아직 너만을 사랑해서아무런 준비도 못했는데그냥 니가 먼저 말해난 눈물보일까봐 말못해우리의 이별에마지막 그 말은한번도 생각한적 없으니까아냐 내가 먼저 말할께아픈말은 내가 다할께사랑했다는 말넌 그 말만해야해넌 착한 남자니깐내겐 너무 예쁜 사람이라서만날수록 좋은 사람이라서많은 친구들 앞에서너를 자랑 했었는데아닌거니네 마음에 나는 없었니너에게는 내가 부족했니난 눈치도 없는 바보라서너밖에 모르고 살았는데그냥 니가 먼저 말해난 눈물보일까봐 말못해우리의 이별에마지막 그 말은한번도 생각한적 없으니까아냐 내가 먼저 말할께아픈말은 내가 다할께사랑했다는 말넌 그 말만해야해넌 착한 남자니깐오랜시간동안널 닮아가고 있었는데작은 습관까지 그 미소까지이젠 모두 버려야해제발 웃으며 떠나줘난 그 모습만 간직할테니날 바라봐주던그 예쁜 두 눈에눈물은 어울리지 않으니까아픈 기억들은 모두 다내가 전부 가져 갈테니좋은 추억들만 니가 가져가줄래넌 행복해야 하니까,10541,898
주호,돌아가고 싶다,2021-03-15,할 말이 많은데내 곁에는 네가 없어언제나 내 하루 끝에는네가 서 있었는데너의 목소리가내 귓가에 맴도는데이젠 들을 수 없잖아정말 끝인가 봐왜 왜 나를 떠나니우린 미칠 듯 사랑했잖아어떻게 너와 이별을 하니시간이 지날수록 네가 더선명해져 가잖아네가 없이 난 안될 것 같아너를 잊으려고 노력해봐도그게 안되잖아뜨겁게 사랑했던 그때로돌아가고 싶다오늘이 지나면내일은 좀 나아질까아직도 돌아보면 네가웃어 줄 것만 같아지나온 추억에가슴이 또 시려온다이젠 만날 수 없잖아정말 끝인가 봐왜 왜 나를 떠나니우린 미칠 듯 사랑했잖아어떻게 너와 이별을 하니시간이 지날수록 네가 더선명해져 가잖아네가 없이 난 안될 것 같아너를 잊으려고 노력해봐도그게 안되잖아뜨겁게 사랑했던 그때로돌아가고 싶다늘 같이 걷던 그 거리 위에너를 외쳐보고 또 외쳐봐도우린 여기까진가 봐우린 미칠 듯 사랑했잖아어떻게 너와 이별을 하니시간이 지날수록 네가 더선명해져 가잖아네가 없이 난 안될 것 같아너를 잊으려고 노력해봐도그게 안되잖아뜨겁게 사랑했던 그때로돌아가고 싶다,6292,899
권진아,여기까지,2016-07-18,Hey baby baby니 말이 다 맞는 것 같애니 옆에서 웃고 있는 여자정말 예쁜 것 같애우린 오랜 시간서로 잘 맞는다 생각했지만지금 곁에 있는 사람이더 어울리는 것 같애내가 알던 너의 미소내 손을 꼭 잡아 주던 너이제 그 옆자리는 내가 아냐나를 제일 친한 친구라고소개하는 너를 보면서그저 웃음만 짓는 내가 싫어예뻐 보여 착해 보여그래 니 말대로야좋아 보여 편해 보여나와 있을 때보다사실 난 좀 아프다 니 앞에선 웃지만Baby i'll be Okay할 말은 참 많지만 여기까지Baby baby니 말이 다 맞는 것 같애지금 곁에 있는 사람널 채울 수 없을 것 같애너가 없는 하루괜찮을 거라고 생각했지만널 닮은 사람 찾는 걸 보면널 못 잊는 것 같애나도 내가 왜 이러는지잘 모르겠어 이 자리에너를 왜 불렀을까 바보처럼널 이제 친한 친구라고부를 수 밖에 없는 내가여전히 너를 찾는 내가 싫어예뻐 보여 착해 보여그래 넌 그대로야좋아 보여 편해 보여내가 있을 때 보다사실 난 좀 아프다 니 앞에선 웃지만Baby i'll be okay할 말은 참 많지만넌 괜찮니 안 보이니바로 니 앞에 내가끝난 거니 친군 거니지금 난 너무 아파사실 널 볼 때면 나 아직 흔들리지만그래 I'll say Good Bye할 말은 참 많지만 여기까지,75304,900
